---- PEOPLE ----
('Imgf', 'Kxxwhog', 'AR', 'Laredo'),
(503, 81, 4, 4),
(294, 241, 11, 3),
(262, 707, 11, 8),
(469, 820, 11, 7),
(669, 205, 10, 4),
(846, 457, 14, 8),
(686, 804, 9, 3),
(235, 726, 11, 3),
(719, 923, 10, 10),
(479, 387, 7, 3),
(896, 309, 7, 7),
(504, 949, 9, 3),
(463, 13, 10, 10),
(624, 981, 10, 10),
(424, 284, 4, 1),
(94, 497, 7, 1),
(590, 978, 17, 8),
(31, 434, 13, 6),
(522, 719, 8, 8),
(307, 808, 6, 6),
(858, 650, 10, 2),
(990, 567, 12, 4),
(693, 435, 3, 2),
(136, 859, 7, 4),
(936, 479, 11, 5),
(244, 665, 11, 9),
(240, 529, 15, 6),
(632, 840, 9, 6),
(522, 441, 19, 10),
(624, 552, 10, 2),
(998, 763, 7, 6),
(77, 600, 16, 10),
(431, 53, 10, 9),
(769, 515, 2, 2),
(605, 371, 5, 1),
(334, 833, 14, 6),
(1000, 407, 4, 4),
(635, 75, 5, 4),
(141, 427, 11, 7),
(51, 927, 12, 8),
(504, 986, 5, 3),
(122, 175, 8, 5),
(56, 11, 8, 1),
(504, 548, 8, 2),
(890, 332, 9, 5),
(453, 553, 13, 7),
(375, 619, 15, 8),
(19, 968, 2, 2),
(362, 886, 10, 1),
(154, 818, 11, 3),
(219, 43, 6, 1),
(585, 810, 13, 5),
(267, 933, 7, 3),
(330, 891, 19, 10),
(301, 978, 8, 2),
(659, 945, 7, 5),
(91, 97, 3, 1),
(541, 245, 10, 9),
(781, 920, 11, 5),
(569, 958, 17, 10),
(459, 900, 5, 1),
(424, 859, 8, 1),
(437, 863, 6, 1),
(652, 746, 12, 9),
(719, 699, 10, 5),
(981, 201, 8, 4),
(224, 939, 6, 2),
(251, 26, 9, 2),
(700, 929, 8, 6),
(416, 729, 7, 3),
(718, 791, 6, 6),
(514, 107, 7, 2),
(445, 139, 17, 9),
(675, 405, 12, 3),
(404, 515, 11, 2),
(348, 540, 9, 5),
(265, 177, 12, 5),
(195, 811, 7, 6),
(482, 615, 2, 1),
(345, 11, 16, 8),
(717, 425, 7, 2),
(76, 13, 17, 9),
(269, 514, 2, 2),
(172, 411, 9, 6),
(585, 809, 8, 5),
(866, 606, 13, 10),
(753, 45, 8, 8),
(820, 423, 12, 5),
(380, 571, 11, 7),
(454, 861, 12, 3),
(176, 958, 8, 6),
(805, 932, 10, 7),
(162, 142, 10, 4),
(272, 333, 5, 3),
(268, 278, 14, 8),
(684, 939, 11, 8),
(315, 967, 4, 1),
(597, 790, 11, 6),
(662, 908, 19, 10),
(217, 808, 13, 7),
(912, 620, 4, 2),
(955, 270, 12, 8),
(491, 434, 12, 9),
(93, 813, 4, 1),
(196, 1, 11, 2),
(835, 209, 18, 9),
(306, 669, 7, 1),
(312, 56, 4, 3),
(476, 463, 12, 7),
(590, 803, 18, 10),
(117, 291, 14, 7),
(906, 882, 17, 10),
(959, 375, 18, 10),
(613, 500, 2, 2),
(319, 871, 9, 9),
(47, 536, 13, 5),
(13, 20, 7, 4),
(659, 690, 7, 5),
(466, 504, 8, 1),
(276, 131, 10, 9),
(960, 83, 14, 7),
(285, 409, 11, 9),
(48, 505, 5, 3),
(440, 815, 17, 10),
(697, 79, 8, 1),
(509, 939, 8, 7),
(713, 414, 12, 9),
(327, 915, 18, 9),
(912, 408, 10, 3),
(654, 20, 4, 2),
(127, 311, 7, 5),
(667, 661, 17, 8),
(877, 151, 19, 10),
(258, 662, 11, 5),
(203, 483, 9, 6),
(999, 932, 7, 2),
(483, 220, 13, 9),
(805, 155, 8, 6),
(622, 738, 10, 8),
(332, 290, 5, 2),
(580, 582, 18, 9),
(819, 862, 16, 8),
(924, 868, 9, 2),
(651, 937, 19, 10),
(104, 138, 12, 6),
(989, 536, 9, 3),
(888, 842, 3, 2),
(114, 384, 11, 10),
(670, 609, 16, 9),
(446, 788, 7, 7),
(565, 236, 12, 5),
(225, 134, 8, 1),
(406, 88, 19, 10),
(367, 70, 6, 6),
(681, 242, 14, 8),
(240, 108, 11, 7),
(812, 964, 14, 10),
(881, 232, 17, 9),
(293, 249, 13, 4),
(851, 720, 9, 2),
(386, 274, 6, 3),
(656, 606, 18, 9),
(624, 317, 12, 10),
(505, 707, 5, 5),
(417, 407, 12, 9),
(324, 178, 2, 2),
(652, 773, 8, 3),
(897, 388, 11, 4),
(526, 109, 10, 9),
(236, 30, 10, 10),
(114, 368, 13, 6),
(434, 81, 13, 6),
(564, 998, 4, 1),
(288, 790, 9, 7),
(454, 77, 10, 2),
(495, 396, 17, 10),
(232, 813, 18, 9),
(50, 580, 15, 7),
(379, 125, 19, 10),
(107, 453, 5, 5),
(378, 198, 7, 5),
(473, 115, 10, 9),
(406, 427, 6, 2),
(452, 567, 8, 4),
(214, 641, 4, 2),
(821, 911, 18, 10),
(215, 226, 4, 1),
(330, 431, 19, 10),
(641, 534, 5, 5),
(522, 378, 12, 3),
(381, 597, 15, 10),
(759, 318, 13, 10),
(464, 491, 3, 1),
(312, 756, 4, 3),
(304, 833, 2, 1),
(533, 901, 12, 4),
(803, 547, 12, 5),
(541, 890, 16, 9),
(652, 344, 14, 10),
(293, 518, 5, 4),
(628, 228, 7, 2),
(940, 450, 13, 10),
(970, 813, 11, 9),
(283, 396, 19, 10),
(469, 428, 12, 4),
(75, 455, 12, 5),
(312, 954, 9, 4),
(20, 396, 8, 4),
(831, 392, 4, 4),
(417, 568, 12, 5),
(148, 219, 4, 4),
(846, 391, 11, 4),
(90, 834, 13, 5),
(368, 1, 14, 5),
(862, 411, 11, 9),
(17, 773, 15, 7),
(580, 136, 13, 5),
(128, 962, 12, 3),
(621, 118, 8, 3),
(435, 86, 1, 1),
(519, 224, 7, 3),
(581, 749, 9, 6),
(814, 468, 6, 5),
(155, 353, 4, 4),
(34, 93, 9, 3),
(249, 785, 3, 1),
(233, 717, 12, 10),
(861, 525, 13, 6),
(745, 790, 11, 3),
(905, 74, 17, 8),
(935, 164, 15, 9),
(943, 305, 10, 7),
(717, 161, 8, 5),
(58, 605, 11, 9),
(6, 573, 9, 5),
(176, 984, 3, 3),
(767, 733, 11, 5),
(878, 645, 5, 4),
(426, 693, 15, 10),
(640, 308, 13, 8),
(41, 563, 8, 4),
(714, 321, 13, 9),
(652, 542, 15, 9),
(542, 344, 11, 9),
(739, 495, 2, 1),
(384, 475, 10, 5),
(919, 809, 5, 1),
(209, 585, 16, 7),
(30, 800, 5, 3),
(713, 838, 10, 1),
(340, 725, 13, 6),
(552, 469, 10, 5),
(737, 455, 13, 6),
(395, 329, 8, 7),
(785, 125, 4, 2),
(269, 591, 9, 5),
(253, 504, 11, 3),
(462, 173, 15, 8),
(580, 152, 5, 3),
(882, 773, 14, 9),
(778, 920, 8, 7),
(827, 713, 4, 4),
(345, 943, 10, 3),
(133, 722, 13, 10),
(515, 103, 15, 8),
(878, 975, 7, 1),
(481, 320, 12, 7),
(732, 627, 13, 8),
(463, 631, 13, 4),
(925, 335, 12, 5),
(508, 740, 5, 2),
(244, 184, 11, 10),
(275, 87, 5, 5),
(839, 846, 8, 7),
(923, 735, 11, 8),
(960, 479, 6, 4),
(843, 382, 13, 9),
(469, 63, 8, 1),
(953, 249, 6, 4),
(517, 744, 9, 2),
(658, 14, 11, 3),
(451, 252, 4, 3),
(300, 336, 7, 3),
(463, 747, 7, 4),
(201, 310, 11, 8),
(201, 265, 14, 8),
(465, 149, 4, 1),
(929, 8, 6, 2),
(270, 620, 15, 8),
(640, 346, 10, 3),
(551, 653, 8, 3),
(213, 829, 11, 7),
(163, 24, 5, 3),
(90, 657, 10, 5),
(810, 267, 4, 4),
(569, 300, 13, 5),
(376, 400, 9, 9),
(206, 457, 5, 1),
(451, 438, 9, 6),
(420, 923, 13, 6),
(373, 276, 9, 8),
(652, 465, 8, 6),
(189, 401, 12, 3),
(760, 526, 11, 3),
(119, 836, 4, 4),
(288, 326, 13, 8),
(284, 836, 3, 2),
(876, 777, 4, 3),
(782, 891, 11, 7),
(967, 604, 11, 9),
(45, 937, 12, 3),
(528, 163, 6, 1),
(229, 863, 15, 9),
(870, 512, 12, 5),
(183, 611, 9, 2),
(334, 256, 11, 7),
(578, 819, 10, 4),
(443, 44, 11, 10),
(654, 795, 4, 1),
(128, 998, 7, 7),
(736, 385, 8, 7),
(388, 684, 19, 10),
(612, 380, 7, 2),
(346, 707, 18, 10),
(15, 533, 8, 8),
(128, 378, 8, 7),
(864, 232, 17, 10),
(670, 971, 10, 10),
(768, 66, 10, 2)
